FeatureID,FeatureName,crabp1+ Average,crabp1+ Log2 Fold Change,crabp1+ P-Value,crabp1- Average,crabp1- Log2 Fold Change,crabp1- P-Value
promoter_sum_Xkr4,Xkr4 Sum,3.1479416115043124,3.5760111434023187,1.9641162665395456e-28,0.2582909712793486,-3.5760111434023187,1.9641162665395734e-28
promoter_sum_Klhl13,Klhl13 Sum,1.1181213374195644,3.5728600062757465,1.0623253017297005e-13,0.08819691702221658,-3.5728600062757465,1.0623253017297005e-13
promoter_sum_Hs3st5,Hs3st5 Sum,1.6972508506471338,3.5557979225128102,5.155589902716154e-21,0.13859515532062605,-3.5557979225128102,5.155589902716154e-21
promoter_sum_Sec16b,Sec16b Sum,2.4254632088639783,3.548567092973803,2.6040183714280804e-25,0.2015929531936379,-3.548567092973803,2.6040183714280804e-25
promoter_sum_Hspb2,Hspb2 Sum,2.763766587878103,3.5329926231612445,1.50929707310868e-26,0.23309185213014383,-3.5329926231612445,1.50929707310868e-26
promoter_sum_Cryab,Cryab Sum,2.763766587878103,3.5329926231612445,1.50929707310868e-26,0.23309185213014383,-3.5329926231612445,1.50929707310868e-26
promoter_sum_Apod,Apod Sum,1.416287027398115,3.4973089732685705,3.8557405729775174e-18,0.1196958159587225,-3.4973089732685705,3.8557405729775174e-18
promoter_sum_Dclk1,Dclk1 Sum,6.5940489129871755,3.4945540647932565,5.829161105880416e-41,0.579579740431709,-3.4945540647932565,5.829161105880416e-41
promoter_sum_Hs6st2,Hs6st2 Sum,1.5481680056578586,3.4877581804856312,1.1451240545010281e-18,0.13229537553332488,-3.4877581804856312,1.1451240545010281e-18
promoter_sum_Brsk1,Brsk1 Sum,1.8119299621773457,3.4729400697673727,2.901745094816654e-23,0.1574944946825296,-3.4729400697673727,2.901745094816654e-23
promoter_sum_C1qtnf3,C1qtnf3 Sum,1.737388539682708,3.4691120814379186,1.8069361417375246e-19,0.15119471489522843,-3.4691120814379186,1.8069361417375246e-19
promoter_sum_Spon1,Spon1 Sum,1.5596359168108798,3.4342359426318967,2.3677951189133624e-20,0.13859515532062605,-3.4342359426318967,2.3677951189133624e-20
promoter_sum_Iglon5,Iglon5 Sum,1.7603243619887503,3.431387580322867,7.387577454246942e-21,0.1574944946825296,-3.431387580322867,7.387577454246942e-21
promoter_sum_RP23-464P12.1,RP23-464P12.1 Sum,1.1353232041490964,3.414202537062367,1.2156930849503414e-17,0.10079647659681895,-3.414202537062367,1.2156930849503414e-17
promoter_sum_Zfp804a,Zfp804a Sum,1.5940396502699432,3.4041995688770887,3.212092134447834e-19,0.14489493510792725,-3.4041995688770887,3.212092134447834e-19
promoter_sum_Angptl1,Angptl1 Sum,1.3818832939390515,3.3915865722648917,4.4747293949919085e-23,0.1259955957460237,-3.3915865722648917,4.4747293949919085e-23
promoter_sum_Pak3,Pak3 Sum,1.834865784483388,3.3841153228337566,8.470604595524524e-24,0.17009405425713198,-3.3841153228337566,8.470604595524524e-24
promoter_sum_Sfrp2,Sfrp2 Sum,1.5596359168108798,3.3728353979677537,4.017059539300429e-21,0.14489493510792725,-3.3728353979677537,4.017059539300429e-21
promoter_sum_Rgs7,Rgs7 Sum,1.6169754725759857,3.3658428108262153,9.398215043002428e-17,0.15119471489522843,-3.3658428108262153,9.398215043002428e-17
promoter_sum_Cdh2,Cdh2 Sum,6.416296290115347,3.364967154634414,2.6604144432284406e-35,0.6173784191555161,-3.364967154634414,2.6604144432284406e-35
promoter_sum_Cpz,Cpz Sum,1.7259206285296869,3.348557994930667,8.005133816112795e-18,0.1637942744698308,-3.348557994930667,8.005133816112795e-18
promoter_sum_Sfrp4,Sfrp4 Sum,1.4621586720101998,3.3414788017120443,4.168538019897585e-21,0.13859515532062605,-3.3414788017120443,4.168538019897585e-21
promoter_sum_Lmx1a,Lmx1a Sum,2.087159829849854,3.3323992921779833,1.7765528428556442e-19,0.2015929531936379,-3.3323992921779833,1.7765528428556442e-19
promoter_sum_Adcy1,Adcy1 Sum,1.2328004489497764,3.298000165045164,1.7696456181588536e-16,0.1196958159587225,-3.298000165045164,1.7696456181588536e-16
promoter_sum_Col6a2,Col6a2 Sum,1.7545904064122397,3.2691546080116645,5.840668148701324e-23,0.17639383404443315,-3.2691546080116645,5.840668148701324e-23
promoter_sum_Sorcs1,Sorcs1 Sum,1.141057159725607,3.260969434100196,8.129767603601185e-14,0.11339603617142133,-3.260969434100196,8.129767603601185e-14
promoter_sum_Kcnma1,Kcnma1 Sum,1.6227094281524963,3.2599003751102704,2.8661898927952487e-18,0.1637942744698308,-3.2599003751102704,2.8661898927952487e-18
promoter_sum_Myoz3,Myoz3 Sum,2.958721077479463,3.2352050383092674,1.5231392474074404e-22,0.30868920957775803,-3.2352050383092674,1.5231392474074404e-22
promoter_sum_Zic1,Zic1 Sum,3.073400189009675,3.2333793176133776,1.8200296977786116e-22,0.32128876915236043,-3.2333793176133776,1.8200296977786116e-22
promoter_sum_Gap43,Gap43 Sum,1.1123873818430539,3.224443558075082,1.2921163141020101e-15,0.11339603617142133,-3.224443558075082,1.2921163141020101e-15
